,Unnamed: 0,cust_id,total_spend,total_visit,avg_weekly_visit,avg_weekly_spend,avg_basket_size,total_quantity,cluster
139,139,CUST0000086836,2047.26,86.0,1.1944444444444444,28.434166666666666,23.8053488372093,1512,2
140,140,CUST0000160842,596.85,53.0,1.358974358974359,15.303846153846154,11.261320754716984,574,0
141,141,CUST0000868061,427.76,48.0,1.3714285714285714,12.221714285714285,8.911666666666667,511,0
142,142,CUST0000990465,1344.5400000000004,91.0,1.1097560975609757,16.396829268292684,14.775164835164835,1090,2
143,143,CUST0000995305,1192.87,76.0,1.2459016393442623,19.555245901639346,15.69565789473684,1400,2
144,144,CUST0000862112,423.22,29.0,1.1153846153846154,16.277692307692313,14.593793103448277,335,0
145,145,CUST0000426701,289.66,20.0,1.1764705882352942,17.038823529411765,14.482999999999999,255,0
146,146,CUST0000405131,108.05,24.0,1.0909090909090908,4.911363636363637,4.502083333333334,77,0
147,147,CUST0000464070,2289.7,104.0,1.2682926829268293,27.92317073170732,22.01634615384615,1582,1
148,148,CUST0000140993,103.26,7.0,1.0,14.751428571428573,14.751428571428573,71,0
149,149,CUST0000547782,269.53,13.0,1.181818181818182,24.50272727272727,20.733076923076922,153,2
150,150,CUST0000640774,71.52,1.0,1.0,71.52,71.52,72,2
151,151,CUST0000393587,1816.6,171.0,1.7628865979381445,18.72783505154639,10.623391812865496,1730,1
152,152,CUST0000450865,799.7700000000002,21.0,1.1666666666666667,44.43166666666667,38.08428571428572,564,2
153,153,CUST0000188540,133.19,14.0,1.5555555555555556,14.798888888888891,9.513571428571428,125,0
154,154,CUST0000179997,45.02,2.0,1.0,22.51,22.51,37,2
155,155,CUST0000582787,112.98000000000002,6.0,1.2,22.596000000000004,18.83,81,2
156,156,CUST0000211159,944.79,45.0,1.25,26.244166666666665,20.995333333333328,810,2
157,157,CUST0000108776,1023.08,75.0,1.3392857142857142,18.269285714285715,13.641066666666667,818,2
158,158,CUST0000462232,44.69,18.0,1.0588235294117647,2.6288235294117652,2.4827777777777778,50,0
159,159,CUST0000243704,58.09,6.0,1.5,14.5225,9.681666666666667,55,0
160,160,CUST0000138092,2581.24,263.0,2.369369369369369,23.254414414414416,9.814600760456274,2974,1
161,161,CUST0000834746,114.69,4.0,1.0,28.6725,28.6725,140,2
162,162,CUST0000559941,221.08,10.0,1.25,27.635,22.108,159,2
163,163,CUST0000139065,31.42,2.0,1.0,15.71,15.71,35,0
164,164,CUST0000862295,564.53,64.0,1.3617021276595744,12.011276595744679,8.82078125,385,0
165,165,CUST0000690971,448.05,23.0,1.0952380952380951,21.335714285714285,19.480434782608697,503,2
166,166,CUST0000146080,2229.52,316.0,2.821428571428572,19.90642857142857,7.055443037974683,1832,1
167,167,CUST0000455145,1576.19,73.0,1.1230769230769229,24.249076923076924,21.59164383561644,1509,2
168,168,CUST0000513227,228.23999999999995,43.0,1.0238095238095235,5.434285714285713,5.307906976744184,511,0
169,169,CUST0000268287,581.32,19.0,1.1176470588235294,34.19529411764706,30.59578947368421,535,2
170,170,CUST0000528012,369.56,23.0,1.15,18.477999999999998,16.067826086956522,268,0
171,171,CUST0000259671,193.43000000000004,26.0,1.5294117647058822,11.378235294117651,7.4396153846153865,139,0
172,172,CUST0000796401,278.74,16.0,1.1428571428571428,19.91,17.42125,189,0
173,173,CUST0000189627,5.09,1.0,1.0,5.09,5.09,11,0
174,174,CUST0000586910,52.73,7.0,1.4,10.546,7.532857142857144,54,0
175,175,CUST0000832547,1042.79,60.0,1.1320754716981132,19.675283018867926,17.379833333333334,845,2
176,176,CUST0000673735,2003.84,93.0,1.5762711864406782,33.96338983050848,21.54666666666667,1653,1
177,177,CUST0000938246,2511.4700000000007,109.0,1.1978021978021978,27.59857142857143,23.041009174311927,1958,1
178,178,CUST0000709510,102.54000000000002,4.0,1.0,25.635000000000005,25.635000000000005,104,2
179,179,CUST0000102405,169.91999999999996,6.0,1.2,33.983999999999995,28.319999999999997,210,2
180,180,CUST0000914368,401.54,19.0,1.0555555555555556,22.307777777777783,21.133684210526315,350,2
181,181,CUST0000337192,2158.19,366.0,3.4857142857142858,20.554190476190477,5.8966939890710375,1984,1
182,182,CUST0000984181,1691.5700000000004,34.0,1.0625,52.86156250000001,49.752058823529424,1322,2
183,183,CUST0000561915,3744.26,214.0,2.0980392156862746,36.70843137254902,17.496542056074766,2622,1
184,184,CUST0000048521,306.96,42.0,1.2727272727272727,9.30181818181818,7.308571428571428,248,0
185,185,CUST0000662370,552.5799999999998,48.0,1.1162790697674418,12.850697674418605,11.512083333333333,389,0
186,186,CUST0000096000,350.95,25.0,1.3157894736842106,18.471052631578946,14.038,233,0
187,187,CUST0000298310,4075.86,198.0,1.7837837837837838,36.719459459459465,20.58515151515152,3592,1
188,188,CUST0000393187,218.2,17.0,1.5454545454545454,19.83636363636364,12.835294117647061,160,0
189,189,CUST0000129727,93.13,5.0,1.0,18.626,18.626,64,0
190,190,CUST0000591629,2614.35,170.0,1.5454545454545454,23.76681818181818,15.378529411764704,2333,1
191,191,CUST0000590382,1477.1299999999994,163.0,1.8314606741573036,16.59696629213483,9.062147239263801,671,1
192,192,CUST0000228495,680.26,23.0,1.0952380952380951,32.39333333333333,29.576521739130435,401,2
193,193,CUST0000367810,240.18000000000006,11.0,1.0,21.83454545454546,21.83454545454546,231,2
194,194,CUST0000200775,1668.7700000000002,79.0,1.196969696969697,25.284393939393944,21.123670886075953,1135,2
195,195,CUST0000206560,2382.82,110.0,1.3924050632911391,30.162278481012656,21.662,1896,1
196,196,CUST0000115145,1015.83,28.0,1.0,36.27964285714285,36.27964285714285,377,2
197,197,CUST0000554024,3676.03,307.0,2.6929824561403515,32.24587719298245,11.974039087947883,3315,1
198,198,CUST0000400006,1569.93,54.0,1.125,32.706875000000004,29.07277777777778,1070,2
199,199,CUST0000743903,2097.49,48.0,1.0909090909090908,47.67022727272727,43.69770833333333,1839,2
200,200,CUST0000828867,51.46000000000001,4.0,1.3333333333333333,17.153333333333336,12.865000000000002,32,0
201,201,CUST0000622502,1757.84,69.0,1.3529411764705883,34.46745098039216,25.47594202898551,1782,2
202,202,CUST0000738722,84.87,10.0,1.25,10.60875,8.487,79,0
203,203,CUST0000683859,309.07,7.0,1.0,44.15285714285713,44.15285714285713,243,2
204,204,CUST0000848359,220.64,6.0,1.2,44.128,36.77333333333333,132,2
205,205,CUST0000312108,873.61,58.0,1.2083333333333333,18.20020833333333,15.062241379310345,518,0
206,206,CUST0000410727,2224.4700000000007,99.0,1.337837837837838,30.06040540540541,22.469393939393946,1705,1
207,207,CUST0000239714,3850.33,86.0,1.036144578313253,46.38951807228917,44.77127906976746,2664,1
208,208,CUST0000142044,2472.51,135.0,1.3636363636363635,24.97484848484849,18.31488888888889,1979,1
209,209,CUST0000827833,807.25,165.0,1.853932584269663,9.070224719101123,4.8924242424242435,644,0
210,210,CUST0000438114,79.06,2.0,1.0,39.53,39.53,60,2
211,211,CUST0000017325,2926.140000000001,174.0,2.0,33.63379310344828,16.816896551724135,1834,1
212,212,CUST0000629707,98.93999999999998,10.0,1.1111111111111112,10.993333333333332,9.893999999999998,69,0
213,213,CUST0000563864,790.49,33.0,1.1,26.34966666666667,23.954242424242423,525,2
214,214,CUST0000829519,49.44,2.0,1.0,24.72,24.72,27,2
215,215,CUST0000845975,633.48,40.0,1.1764705882352942,18.631764705882357,15.837,488,0
216,216,CUST0000231274,110.91,9.0,1.2857142857142858,15.844285714285714,12.323333333333332,100,0
217,217,CUST0000896966,766.74,19.0,1.2666666666666666,51.11600000000001,40.35473684210526,533,2
218,218,CUST0000176901,907.21,53.0,1.2325581395348837,21.097906976744188,17.117169811320757,809,2
219,219,CUST0000556297,1280.17,89.0,1.390625,20.00265625,14.383932584269663,1059,2
220,220,CUST0000604353,209.96,5.0,1.0,41.992,41.992,118,2
221,221,CUST0000680280,191.03,8.0,1.0,23.87875,23.87875,101,2
222,222,CUST0000486391,1094.92,67.0,1.4888888888888892,24.331555555555557,16.342089552238807,624,2
223,223,CUST0000992881,12.97,1.0,1.0,12.97,12.97,12,0
224,224,CUST0000036136,1869.02,202.0,1.81981981981982,16.838018018018015,9.252574257425742,1675,1
225,225,CUST0000062155,298.7600000000001,18.0,1.2857142857142858,21.340000000000007,16.597777777777782,244,0
226,226,CUST0000943845,436.03,74.0,1.2542372881355932,7.390338983050849,5.892297297297298,334,0
227,227,CUST0000210089,346.99,25.0,1.1363636363636365,15.772272727272728,13.8796,315,0
228,228,CUST0000115925,1023.3,74.0,1.4230769230769231,19.678846153846152,13.828378378378376,750,2
229,229,CUST0000616217,449.77,26.0,1.04,17.9908,17.298846153846153,249,0
230,230,CUST0000210836,270.20000000000005,32.0,1.28,10.808000000000002,8.443750000000001,205,0
231,231,CUST0000652732,2203.83,52.0,1.1063829787234043,46.89,42.38134615384615,1923,2
232,232,CUST0000459910,364.92,19.0,1.1875,22.8075,19.206315789473685,239,2
233,233,CUST0000751202,860.1000000000001,17.0,1.0625,53.75625000000001,50.59411764705883,430,2
234,234,CUST0000624342,1596.89,68.0,1.1147540983606556,26.17852459016393,23.48367647058824,1092,2
235,235,CUST0000012784,1633.2900000000004,39.0,1.1470588235294117,48.0379411764706,41.87923076923077,1066,2
236,236,CUST0000476115,269.63,16.0,1.4545454545454546,24.51181818181818,16.851875,270,2
237,237,CUST0000275779,136.79000000000002,37.0,1.0,3.697027027027028,3.697027027027028,162,0
238,238,CUST0000729395,719.76,52.0,1.1304347826086956,15.64695652173913,13.84153846153846,679,0
239,239,CUST0000890061,787.24,90.0,1.0843373493975903,9.484819277108434,8.747111111111114,1117,0
240,240,CUST0000448280,4081.23,227.0,2.008849557522124,36.11707964601769,17.978986784140968,3082,1
241,241,CUST0000719547,133.72,8.0,1.0,16.715,16.715,84,0
242,242,CUST0000983560,48.23,3.0,1.0,16.076666666666668,16.076666666666668,35,0
243,243,CUST0000339006,167.57,26.0,1.181818181818182,7.616818181818181,6.4449999999999985,115,0
244,244,CUST0000766797,113.95999999999998,8.0,1.0,14.244999999999996,14.244999999999996,89,0
245,245,CUST0000048395,728.9000000000002,46.0,1.15,18.222500000000004,15.845652173913045,821,2
246,246,CUST0000360617,289.42,13.0,1.181818181818182,26.31090909090909,22.263076923076927,165,2
247,247,CUST0000430660,2536.35,69.0,1.15,42.2725,36.758695652173905,2191,1
248,248,CUST0000414514,7189.029999999999,114.0,1.1067961165048543,69.79640776699028,63.06166666666665,5136,1
249,249,CUST0000224697,547.54,37.0,1.2333333333333334,18.251333333333328,14.798378378378375,462,0
250,250,CUST0000303864,476.03,17.0,1.2142857142857142,34.00214285714286,28.001764705882355,318,2
251,251,CUST0000235674,2008.5,78.0,1.4444444444444444,37.194444444444436,25.75,1284,2
252,252,CUST0000385802,174.71,7.0,1.1666666666666667,29.118333333333336,24.958571428571428,146,2
253,253,CUST0000978339,696.22,42.0,1.1666666666666667,19.33944444444445,16.576666666666668,526,2
254,254,CUST0000278836,170.65000000000003,7.0,1.1666666666666667,28.441666666666674,24.378571428571433,129,2
255,255,CUST0000075158,700.26,24.0,1.0909090909090908,31.83,29.1775,523,2
256,256,CUST0000241132,4490.379999999999,177.0,1.6388888888888888,41.577592592592595,25.36937853107344,3939,1
257,257,CUST0000722362,697.55,35.0,1.1666666666666667,23.251666666666665,19.93,478,2
258,258,CUST0000837778,1446.23,65.0,1.181818181818182,26.29509090909091,22.249692307692307,1206,2
259,259,CUST0000989319,3013.63,150.0,1.5151515151515151,30.44070707070707,20.090866666666667,2145,1
260,260,CUST0000916290,97.89,5.0,1.0,19.578000000000007,19.578000000000007,91,0
261,261,CUST0000105393,1750.64,72.0,1.0588235294117647,25.744705882352942,24.314444444444447,1755,2
262,262,CUST0000263970,307.23,48.0,1.2972972972972974,8.303513513513513,6.400625000000002,241,0
263,263,CUST0000245965,22.2,2.0,1.0,11.1,11.1,28,0
264,264,CUST0000412413,3491.23,64.0,1.1228070175438596,61.24964912280703,54.55046875,2680,1
265,265,CUST0000019732,247.62,16.0,1.3333333333333333,20.635,15.47625,290,0
266,266,CUST0000310258,175.64,5.0,1.0,35.128,35.128,128,2
267,267,CUST0000466448,1180.65,53.0,1.1521739130434785,25.666304347826088,22.276415094339622,938,2
268,268,CUST0000839174,520.4300000000002,24.0,1.0434782608695652,22.627391304347828,21.684583333333336,331,2
269,269,CUST0000120273,440.89,50.0,1.0,8.8178,8.8178,380,0
270,270,CUST0000465162,889.4599999999997,47.0,1.2702702702702702,24.039459459459447,18.924680851063822,709,2
271,271,CUST0000480214,412.19000000000005,27.0,1.08,16.4876,15.266296296296296,280,0
272,272,CUST0000604318,120.92,8.0,1.0,15.114999999999998,15.114999999999998,47,0
273,273,CUST0000472222,380.74,27.0,1.35,19.037,14.101481481481484,292,0
274,274,CUST0000771768,1739.95,276.0,2.628571428571429,16.57095238095238,6.304166666666667,1510,1
275,275,CUST0000324094,30.65,1.0,1.0,30.65,30.65,21,2
276,276,CUST0000520277,328.0200000000001,8.0,1.0,41.00250000000001,41.00250000000001,328,2
277,277,CUST0000016697,88.86,7.0,1.0,12.694285714285714,12.694285714285714,79,0
278,278,CUST0000728610,475.56000000000006,22.0,1.0,21.61636363636364,21.61636363636364,354,2
279,279,CUST0000202818,131.5,6.0,1.0,21.91666666666667,21.91666666666667,73,2
280,280,CUST0000057847,2437.53,67.0,1.1964285714285714,43.52732142857143,36.381044776119396,1465,2
281,281,CUST0000332806,10.749999999999998,1.0,1.0,10.749999999999998,10.749999999999998,8,0
282,282,CUST0000263501,1305.89,73.0,1.5531914893617018,27.784893617021275,17.88890410958904,1367,2
283,283,CUST0000171269,156.45999999999995,5.0,1.6666666666666667,52.15333333333333,31.291999999999994,126,2
284,284,CUST0000825158,51.02,2.0,1.0,25.51,25.51,41,2
285,285,CUST0000475627,82.61,14.0,1.0769230769230769,6.354615384615385,5.900714285714287,61,0
286,286,CUST0000915203,2017.63,191.0,1.9690721649484535,20.80030927835052,10.56350785340314,1904,1
287,287,CUST0000392760,85.89,5.0,1.0,17.178,17.178,88,0
288,288,CUST0000698354,143.61,4.0,1.0,35.9025,35.9025,133,2
289,289,CUST0000488888,597.56,29.0,1.16,23.9024,20.60551724137931,322,2
290,290,CUST0000758000,252.95000000000005,17.0,1.2142857142857142,18.06785714285715,14.879411764705884,263,0
291,291,CUST0000813838,246.44,12.0,1.0909090909090908,22.40363636363636,20.536666666666665,237,2
292,292,CUST0000116158,279.29,25.0,1.0869565217391304,12.14304347826087,11.171600000000002,267,0
