,cust_id,total_spend,total_visit,avg_weekly_visit,avg_weekly_spend,avg_basket_size,total_quantity
21,CUST0000467543,3061.7200000000003,252.0,2.210526315789474,26.85719298245614,12.14968253968254,3971
22,CUST0000836210,2740.5699999999997,113.0,1.5694444444444444,38.06347222222222,24.252831858407077,2303
23,CUST0000280656,1188.06,200.0,2.197802197802198,13.055604395604394,5.9403,1006
24,CUST0000068394,2833.06,344.0,3.017543859649123,24.85140350877193,8.23563953488372,1955
25,CUST0000403088,2182.0499999999997,107.0,1.4861111111111112,30.306249999999995,20.392990654205605,1991
26,CUST0000410483,1855.95,103.0,1.3733333333333333,24.746000000000002,18.01893203883495,1034
27,CUST0000167190,2219.07,62.0,1.1071428571428572,39.626250000000006,35.79145161290323,1343
28,CUST0000107193,934.1999999999999,111.0,1.018348623853211,8.570642201834861,8.416216216216215,931
29,CUST0000696111,3323.11,247.0,2.4215686274509802,32.57950980392157,13.453886639676114,3017
30,CUST0000585617,1054.0300000000002,118.0,1.8153846153846154,16.215846153846158,8.932457627118646,1277
31,CUST0000603024,3357.5,347.0,3.18348623853211,30.80275229357798,9.67579250720461,2244
32,CUST0000743591,12.39,1.0,1.0,12.39,12.39,12
33,CUST0000420363,8281.66,335.0,2.9646017699115044,73.28902654867257,24.721373134328356,6362
34,CUST0000845375,902.87,126.0,1.6363636363636365,11.725584415584416,7.165634920634921,543
35,CUST0000638798,1235.93,64.0,1.6842105263157894,32.52447368421053,19.31140625,977
36,CUST0000506810,852.94,31.0,1.2916666666666667,35.53916666666667,27.514193548387098,623
37,CUST0000851524,744.47,47.0,1.146341463414634,18.157804878048783,15.839787234042554,549
38,CUST0000398965,1150.19,178.0,2.144578313253012,13.857710843373495,6.461741573033708,827
39,CUST0000094339,3424.8900000000003,132.0,1.32,34.248900000000006,25.946136363636366,2454
40,CUST0000549670,41.010000000000005,5.0,1.25,10.252500000000001,8.202000000000002,26
41,CUST0000147574,2324.46,103.0,1.3918918918918919,31.411621621621624,22.567572815533982,1675
42,CUST0000192207,139.02000000000004,5.0,1.0,27.80400000000001,27.80400000000001,98
43,CUST0000788454,1341.37,61.0,1.1730769230769231,25.795576923076922,21.98967213114754,898
44,CUST0000077225,1566.81,67.0,1.1754385964912282,27.487894736842104,23.385223880597014,1482
45,CUST0000923296,6031.53,168.0,1.6470588235294117,59.13264705882353,35.901964285714286,4304
46,CUST0000820750,5020.85,624.0,5.333333333333333,42.91324786324787,8.046233974358975,3925
47,CUST0000670321,75.44,3.0,1.0,25.146666666666665,25.146666666666665,48
48,CUST0000992085,662.5899999999999,42.0,1.5,23.663928571428567,15.77595238095238,336
49,CUST0000341004,1005.3699999999999,50.0,1.0416666666666667,20.94520833333333,20.1074,627
50,CUST0000425522,225.03999999999996,24.0,1.0434782608695652,9.784347826086956,9.376666666666665,182
51,CUST0000948675,9.75,2.0,1.0,4.875,4.875,5
52,CUST0000679573,208.55,9.0,1.0,23.172222222222224,23.172222222222224,142
53,CUST0000173993,4524.25,208.0,1.8909090909090909,41.12954545454546,21.751201923076923,3164
54,CUST0000469228,771.0400000000001,23.0,1.2777777777777777,42.83555555555556,33.52347826086957,575
55,CUST0000118502,567.7,22.0,1.1578947368421053,29.878947368421056,25.80454545454546,345
56,CUST0000145600,66.92999999999999,7.0,1.0,9.56142857142857,9.56142857142857,29
57,CUST0000885717,2050.53,61.0,1.22,41.010600000000004,33.61524590163935,1616
58,CUST0000256627,2709.83,263.0,2.481132075471698,25.56443396226415,10.303536121673003,1965
59,CUST0000978405,2094.86,151.0,1.8641975308641976,25.86246913580247,13.873245033112584,2228
60,CUST0000634688,1075.52,86.0,1.2647058823529411,15.816470588235294,12.506046511627908,803
61,CUST0000176246,92.32,1.0,1.0,92.32,92.32,56
62,CUST0000550825,1971.91,71.0,1.2033898305084745,33.42220338983051,27.77338028169014,1648
63,CUST0000800372,258.28000000000003,25.0,1.3157894736842106,13.593684210526318,10.3312,197
64,CUST0000503338,747.5200000000001,23.0,1.0952380952380953,35.59619047619048,32.50086956521739,509
65,CUST0000092593,50.41,4.0,1.0,12.6025,12.6025,34
66,CUST0000916905,1377.11,64.0,1.103448275862069,23.743275862068963,21.51734375,824
67,CUST0000292858,454.13,28.0,1.0,16.21892857142857,16.21892857142857,331
68,CUST0000111873,2609.62,146.0,1.5698924731182795,28.06043010752688,17.874109589041094,1481
69,CUST0000575612,1631.42,63.0,1.3125,33.98791666666667,25.895555555555557,1578
70,CUST0000701067,459.7900000000001,183.0,1.7264150943396226,4.337641509433963,2.512513661202186,560
71,CUST0000361701,1761.2199999999998,158.0,1.6122448979591837,17.97163265306122,11.146962025316455,1319
72,CUST0000568678,1688.52,92.0,1.2777777777777777,23.451666666666668,18.353478260869565,1045
73,CUST0000736244,338.92999999999995,38.0,1.0857142857142856,9.683714285714284,8.919210526315789,242
74,CUST0000202661,536.02,77.0,1.2622950819672132,8.787213114754097,6.961298701298701,493
75,CUST0000765119,622.2799999999999,38.0,1.3571428571428572,22.22428571428571,16.375789473684208,316
76,CUST0000557293,542.3800000000001,71.0,1.42,10.847600000000002,7.639154929577466,382
77,CUST0000649717,958.63,35.0,1.0,27.38942857142857,27.38942857142857,636
78,CUST0000830944,363.65999999999997,11.0,1.5714285714285714,51.951428571428565,33.059999999999995,281
79,CUST0000625521,437.07000000000005,132.0,1.6296296296296295,5.395925925925926,3.311136363636364,329
80,CUST0000906997,1134.99,25.0,1.1363636363636365,51.59045454545455,45.3996,744
81,CUST0000185462,454.82,19.0,1.1875,28.42625,23.937894736842104,304
82,CUST0000100647,168.09,13.0,1.1818181818181819,15.280909090909091,12.93,104
83,CUST0000530259,106.39999999999999,7.0,1.0,15.2,15.2,85
84,CUST0000312411,2510.18,90.0,1.2857142857142858,35.85971428571428,27.890888888888888,2016
85,CUST0000655437,0.8500000000000001,1.0,1.0,0.8500000000000001,0.8500000000000001,2
86,CUST0000957189,3351.05,260.0,2.3214285714285716,29.920089285714287,12.888653846153847,2739
87,CUST0000609540,911.9200000000001,73.0,1.4038461538461537,17.536923076923078,12.492054794520548,572
88,CUST0000275967,3797.3099999999995,127.0,1.1759259259259258,35.16027777777777,29.900078740157475,3206
89,CUST0000293743,692.01,99.0,1.546875,10.81265625,6.99,748
90,CUST0000680463,3.43,2.0,1.0,1.715,1.715,6
91,CUST0000392659,3.5700000000000003,2.0,1.0,1.7850000000000001,1.7850000000000001,6
92,CUST0000565459,4073.37,215.0,1.8695652173913044,35.42060869565217,18.945906976744187,5059
93,CUST0000665507,628.02,15.0,1.0714285714285714,44.85857142857143,41.868,379
94,CUST0000306181,402.99,11.0,1.1,40.299,36.63545454545454,271
95,CUST0000184646,1286.4900000000002,81.0,1.396551724137931,22.18086206896552,15.882592592592596,1319
96,CUST0000925425,1104.48,20.0,1.0,55.224000000000004,55.224000000000004,904
97,CUST0000461850,4523.18,248.0,2.2962962962962963,41.8812962962963,18.238629032258064,3197
98,CUST0000200767,1310.61,244.0,2.595744680851064,13.942659574468085,5.371352459016393,1009
99,CUST0000863326,1142.7900000000002,109.0,1.4931506849315068,15.654657534246578,10.484311926605507,908
100,CUST0000100599,2140.29,83.0,1.2769230769230768,32.92753846153846,25.786626506024096,1533
101,CUST0000644893,3726.7799999999997,154.0,1.54,37.267799999999994,24.199870129870128,4009
102,CUST0000527918,2363.35,49.0,1.1395348837209303,54.961627906976744,48.231632653061226,1815
103,CUST0000963229,1168.17,41.0,1.1388888888888888,32.44916666666667,28.491951219512195,785
104,CUST0000997122,3961.74,188.0,1.7735849056603774,37.37490566037736,21.073085106382976,3968
105,CUST0000136043,3811.3,131.0,1.2843137254901962,37.365686274509805,29.093893129770994,4339
106,CUST0000246027,96.03999999999999,13.0,1.3,9.604,7.387692307692307,87
107,CUST0000605738,491.22,16.0,1.0,30.70125,30.70125,514
108,CUST0000511022,1172.2799999999997,95.0,1.6379310344827587,20.21172413793103,12.339789473684208,781
109,CUST0000431111,52.57000000000001,15.0,1.25,4.380833333333334,3.504666666666667,69
110,CUST0000999024,807.8899999999999,37.0,1.15625,25.246562499999996,21.834864864864862,823
111,CUST0000720862,1423.87,86.0,1.2285714285714286,20.340999999999998,16.556627906976743,966
112,CUST0000869224,101.93,5.0,1.0,20.386000000000003,20.386000000000003,89
113,CUST0000132570,1089.19,50.0,1.3888888888888888,30.255277777777778,21.7838,895
114,CUST0000688682,361.13,18.0,1.0,20.06277777777778,20.06277777777778,333
115,CUST0000999935,444.1700000000001,21.0,1.105263157894737,23.377368421052637,21.150952380952383,343
116,CUST0000584803,814.38,78.0,2.689655172413793,28.08206896551724,10.44076923076923,686
117,CUST0000352929,370.53,51.0,1.108695652173913,8.055,7.265294117647058,330
118,CUST0000987141,387.36,50.0,1.3157894736842106,10.193684210526316,7.7472,436
119,CUST0000830687,352.47,25.0,1.0869565217391304,15.324782608695653,14.0988,234
120,CUST0000738459,279.11,16.0,1.1428571428571428,19.93642857142857,17.444375,226
121,CUST0000287611,256.53,8.0,1.0,32.06625,32.06625,157
122,CUST0000167145,14.13,1.0,1.0,14.13,14.13,10
123,CUST0000434013,620.88,130.0,1.3829787234042554,6.6051063829787235,4.776,598
124,CUST0000503950,305.93999999999994,42.0,1.2,8.741142857142856,7.284285714285713,255
125,CUST0000345218,80.7,1.0,1.0,80.7,80.7,53
126,CUST0000836803,819.6399999999999,18.0,1.125,51.22749999999999,45.53555555555555,687
127,CUST0000510974,213.86,19.0,1.1176470588235294,12.58,11.255789473684212,167
128,CUST0000049077,2033.88,93.0,1.2916666666666667,28.248333333333335,21.86967741935484,1364
129,CUST0000144953,1879.02,69.0,1.0454545454545454,28.47,27.23217391304348,1826
130,CUST0000314122,290.43,12.0,1.2,29.043,24.2025,199
131,CUST0000297515,599.03,24.0,1.0,24.95958333333333,24.95958333333333,349
132,CUST0000944007,1894.38,289.0,2.9489795918367347,19.330408163265307,6.554948096885814,1694
133,CUST0000328079,246.17000000000002,6.0,1.0,41.028333333333336,41.028333333333336,298
134,CUST0000886802,258.38,9.0,1.0,28.70888888888889,28.70888888888889,177
135,CUST0000401834,279.82,27.0,1.0384615384615385,10.762307692307692,10.363703703703704,152
136,CUST0000762817,2439.37,68.0,1.1724137931034482,42.05810344827586,35.87308823529412,2020
137,CUST0000140340,155.33,15.0,1.0714285714285714,11.095,10.355333333333334,99
138,CUST0000464579,639.84,22.0,1.1,31.992,29.083636363636366,529
139,CUST0000086836,2047.26,86.0,1.1944444444444444,28.434166666666666,23.8053488372093,1512
140,CUST0000160842,596.85,53.0,1.358974358974359,15.303846153846154,11.261320754716982,574
141,CUST0000868061,427.76,48.0,1.3714285714285714,12.221714285714285,8.911666666666667,511
142,CUST0000990465,1344.5400000000002,91.0,1.1097560975609757,16.396829268292684,14.775164835164837,1090
143,CUST0000995305,1192.87,76.0,1.2459016393442623,19.555245901639342,15.69565789473684,1400
144,CUST0000862112,423.22,29.0,1.1153846153846154,16.27769230769231,14.593793103448277,335
145,CUST0000426701,289.66,20.0,1.1764705882352942,17.038823529411765,14.483,255
146,CUST0000405131,108.05000000000001,24.0,1.0909090909090908,4.911363636363637,4.502083333333334,77
147,CUST0000464070,2289.7,104.0,1.2682926829268293,27.923170731707316,22.01634615384615,1582
148,CUST0000140993,103.26,7.0,1.0,14.751428571428573,14.751428571428573,71
149,CUST0000547782,269.53,13.0,1.1818181818181819,24.50272727272727,20.733076923076922,153
150,CUST0000640774,71.52,1.0,1.0,71.52,71.52,72
151,CUST0000393587,1816.6,171.0,1.7628865979381443,18.72783505154639,10.623391812865497,1730
152,CUST0000450865,799.7700000000001,21.0,1.1666666666666667,44.43166666666667,38.08428571428572,564
153,CUST0000188540,133.19,14.0,1.5555555555555556,14.79888888888889,9.513571428571428,125
154,CUST0000179997,45.019999999999996,2.0,1.0,22.509999999999998,22.509999999999998,37
155,CUST0000582787,112.98000000000002,6.0,1.2,22.596000000000004,18.830000000000002,81
156,CUST0000211159,944.79,45.0,1.25,26.244166666666665,20.99533333333333,810
157,CUST0000108776,1023.08,75.0,1.3392857142857142,18.269285714285715,13.641066666666667,818
158,CUST0000462232,44.69,18.0,1.0588235294117647,2.628823529411765,2.4827777777777778,50
159,CUST0000243704,58.089999999999996,6.0,1.5,14.522499999999999,9.681666666666667,55
160,CUST0000138092,2581.2400000000002,263.0,2.369369369369369,23.254414414414416,9.814600760456274,2974
161,CUST0000834746,114.69,4.0,1.0,28.6725,28.6725,140
162,CUST0000559941,221.07999999999998,10.0,1.25,27.634999999999998,22.107999999999997,159
163,CUST0000139065,31.42,2.0,1.0,15.71,15.71,35
164,CUST0000862295,564.53,64.0,1.3617021276595744,12.01127659574468,8.82078125,385
165,CUST0000690971,448.05,23.0,1.0952380952380953,21.335714285714285,19.480434782608697,503
166,CUST0000146080,2229.52,316.0,2.8214285714285716,19.90642857142857,7.055443037974683,1832
167,CUST0000455145,1576.19,73.0,1.123076923076923,24.249076923076924,21.591643835616438,1509
168,CUST0000513227,228.23999999999995,43.0,1.0238095238095237,5.434285714285713,5.307906976744185,511
169,CUST0000268287,581.32,19.0,1.1176470588235294,34.19529411764706,30.595789473684214,535
170,CUST0000528012,369.56,23.0,1.15,18.478,16.067826086956522,268
171,CUST0000259671,193.43000000000004,26.0,1.5294117647058822,11.37823529411765,7.439615384615386,139
172,CUST0000796401,278.74,16.0,1.1428571428571428,19.91,17.42125,189
173,CUST0000189627,5.09,1.0,1.0,5.09,5.09,11
174,CUST0000586910,52.730000000000004,7.0,1.4,10.546000000000001,7.532857142857144,54
175,CUST0000832547,1042.79,60.0,1.1320754716981132,19.675283018867923,17.379833333333334,845
176,CUST0000673735,2003.8400000000001,93.0,1.576271186440678,33.963389830508476,21.546666666666667,1653
177,CUST0000938246,2511.4700000000003,109.0,1.1978021978021978,27.598571428571432,23.041009174311927,1958
178,CUST0000709510,102.54000000000002,4.0,1.0,25.635000000000005,25.635000000000005,104
179,CUST0000102405,169.91999999999996,6.0,1.2,33.983999999999995,28.319999999999993,210
180,CUST0000914368,401.54,19.0,1.0555555555555556,22.30777777777778,21.133684210526315,350
181,CUST0000337192,2158.1899999999996,366.0,3.4857142857142858,20.554190476190474,5.8966939890710375,1984
182,CUST0000984181,1691.5700000000002,34.0,1.0625,52.861562500000005,49.75205882352942,1322
183,CUST0000561915,3744.26,214.0,2.0980392156862746,36.70843137254902,17.496542056074766,2622
184,CUST0000048521,306.96,42.0,1.2727272727272727,9.30181818181818,7.308571428571428,248
185,CUST0000662370,552.5799999999999,48.0,1.1162790697674418,12.850697674418603,11.512083333333331,389
186,CUST0000096000,350.95,25.0,1.3157894736842106,18.471052631578946,14.038,233
187,CUST0000298310,4075.86,198.0,1.7837837837837838,36.71945945945946,20.585151515151516,3592
188,CUST0000393187,218.20000000000002,17.0,1.5454545454545454,19.83636363636364,12.83529411764706,160
189,CUST0000129727,93.13,5.0,1.0,18.625999999999998,18.625999999999998,64
190,CUST0000591629,2614.35,170.0,1.5454545454545454,23.76681818181818,15.378529411764706,2333
191,CUST0000590382,1477.1299999999997,163.0,1.8314606741573034,16.596966292134827,9.062147239263801,671
192,CUST0000228495,680.26,23.0,1.0952380952380953,32.39333333333333,29.576521739130435,401
193,CUST0000367810,240.18000000000006,11.0,1.0,21.83454545454546,21.83454545454546,231
194,CUST0000200775,1668.7700000000002,79.0,1.196969696969697,25.284393939393944,21.123670886075953,1135
195,CUST0000206560,2382.8199999999997,110.0,1.3924050632911393,30.162278481012656,21.662,1896
196,CUST0000115145,1015.8299999999999,28.0,1.0,36.27964285714285,36.27964285714285,377
197,CUST0000554024,3676.03,307.0,2.692982456140351,32.245877192982455,11.974039087947883,3315
198,CUST0000400006,1569.93,54.0,1.125,32.706875000000004,29.07277777777778,1070
199,CUST0000743903,2097.49,48.0,1.0909090909090908,47.67022727272727,43.69770833333333,1839
200,CUST0000828867,51.46000000000001,4.0,1.3333333333333333,17.153333333333336,12.865000000000002,32
201,CUST0000622502,1757.8400000000001,69.0,1.3529411764705883,34.46745098039216,25.47594202898551,1782
202,CUST0000738722,84.87,10.0,1.25,10.60875,8.487,79
203,CUST0000683859,309.07,7.0,1.0,44.152857142857144,44.152857142857144,243
204,CUST0000848359,220.64000000000001,6.0,1.2,44.128,36.77333333333333,132
205,CUST0000312108,873.61,58.0,1.2083333333333333,18.200208333333332,15.062241379310345,518
206,CUST0000410727,2224.4700000000003,99.0,1.337837837837838,30.060405405405408,22.469393939393942,1705
207,CUST0000239714,3850.3300000000004,86.0,1.036144578313253,46.389518072289164,44.771279069767445,2664
208,CUST0000142044,2472.51,135.0,1.3636363636363635,24.974848484848486,18.31488888888889,1979
209,CUST0000827833,807.25,165.0,1.853932584269663,9.070224719101123,4.892424242424243,644
210,CUST0000438114,79.06,2.0,1.0,39.53,39.53,60
211,CUST0000017325,2926.1400000000003,174.0,2.0,33.633793103448276,16.816896551724138,1834
212,CUST0000629707,98.93999999999998,10.0,1.1111111111111112,10.993333333333332,9.893999999999998,69
213,CUST0000563864,790.49,33.0,1.1,26.349666666666668,23.954242424242423,525
214,CUST0000829519,49.44,2.0,1.0,24.72,24.72,27
215,CUST0000845975,633.48,40.0,1.1764705882352942,18.631764705882354,15.837,488
216,CUST0000231274,110.91,9.0,1.2857142857142858,15.844285714285714,12.323333333333332,100
217,CUST0000896966,766.74,19.0,1.2666666666666666,51.116,40.35473684210526,533
218,CUST0000176901,907.21,53.0,1.2325581395348837,21.097906976744188,17.117169811320757,809
219,CUST0000556297,1280.17,89.0,1.390625,20.00265625,14.383932584269663,1059
220,CUST0000604353,209.96,5.0,1.0,41.992000000000004,41.992000000000004,118
221,CUST0000680280,191.03,8.0,1.0,23.87875,23.87875,101
222,CUST0000486391,1094.92,67.0,1.488888888888889,24.331555555555557,16.342089552238807,624
223,CUST0000992881,12.969999999999999,1.0,1.0,12.969999999999999,12.969999999999999,12
224,CUST0000036136,1869.0199999999998,202.0,1.8198198198198199,16.838018018018015,9.252574257425742,1675
225,CUST0000062155,298.7600000000001,18.0,1.2857142857142858,21.340000000000007,16.597777777777782,244
226,CUST0000943845,436.03,74.0,1.2542372881355932,7.390338983050847,5.892297297297297,334
227,CUST0000210089,346.99,25.0,1.1363636363636365,15.772272727272728,13.8796,315
228,CUST0000115925,1023.3,74.0,1.4230769230769231,19.678846153846152,13.828378378378378,750
229,CUST0000616217,449.77000000000004,26.0,1.04,17.9908,17.298846153846156,249
230,CUST0000210836,270.20000000000005,32.0,1.28,10.808000000000002,8.443750000000001,205
231,CUST0000652732,2203.83,52.0,1.1063829787234043,46.89,42.38134615384615,1923
232,CUST0000459910,364.92,19.0,1.1875,22.8075,19.206315789473685,239
233,CUST0000751202,860.1000000000001,17.0,1.0625,53.75625000000001,50.59411764705883,430
234,CUST0000624342,1596.89,68.0,1.1147540983606556,26.178524590163935,23.483676470588236,1092
235,CUST0000012784,1633.2900000000002,39.0,1.1470588235294117,48.037941176470596,41.87923076923077,1066
236,CUST0000476115,269.63,16.0,1.4545454545454546,24.51181818181818,16.851875,270
237,CUST0000275779,136.79000000000002,37.0,1.0,3.6970270270270276,3.6970270270270276,162
238,CUST0000729395,719.76,52.0,1.1304347826086956,15.64695652173913,13.84153846153846,679
239,CUST0000890061,787.24,90.0,1.0843373493975903,9.484819277108434,8.747111111111112,1117
240,CUST0000448280,4081.2299999999996,227.0,2.0088495575221237,36.11707964601769,17.978986784140968,3082
241,CUST0000719547,133.72,8.0,1.0,16.715,16.715,84
242,CUST0000983560,48.230000000000004,3.0,1.0,16.076666666666668,16.076666666666668,35
243,CUST0000339006,167.57,26.0,1.1818181818181819,7.616818181818181,6.444999999999999,115
244,CUST0000766797,113.95999999999998,8.0,1.0,14.244999999999997,14.244999999999997,89
245,CUST0000048395,728.9000000000001,46.0,1.15,18.222500000000004,15.845652173913045,821
246,CUST0000360617,289.42,13.0,1.1818181818181819,26.310909090909092,22.263076923076923,165
247,CUST0000430660,2536.35,69.0,1.15,42.2725,36.75869565217391,2191
248,CUST0000414514,7189.029999999999,114.0,1.1067961165048543,69.79640776699028,63.06166666666665,5136
249,CUST0000224697,547.54,37.0,1.2333333333333334,18.25133333333333,14.798378378378377,462
250,CUST0000303864,476.03,17.0,1.2142857142857142,34.00214285714286,28.00176470588235,318
251,CUST0000235674,2008.5,78.0,1.4444444444444444,37.19444444444444,25.75,1284
252,CUST0000385802,174.71,7.0,1.1666666666666667,29.118333333333336,24.958571428571428,146
253,CUST0000978339,696.22,42.0,1.1666666666666667,19.339444444444446,16.576666666666668,526
254,CUST0000278836,170.65000000000003,7.0,1.1666666666666667,28.441666666666674,24.378571428571433,129
255,CUST0000075158,700.26,24.0,1.0909090909090908,31.83,29.1775,523
256,CUST0000241132,4490.379999999999,177.0,1.6388888888888888,41.57759259259259,25.36937853107344,3939
257,CUST0000722362,697.55,35.0,1.1666666666666667,23.251666666666665,19.93,478
258,CUST0000837778,1446.23,65.0,1.1818181818181819,26.29509090909091,22.249692307692307,1206
259,CUST0000989319,3013.63,150.0,1.5151515151515151,30.44070707070707,20.090866666666667,2145
260,CUST0000916290,97.89000000000001,5.0,1.0,19.578000000000003,19.578000000000003,91
261,CUST0000105393,1750.6399999999999,72.0,1.0588235294117647,25.74470588235294,24.314444444444444,1755
262,CUST0000263970,307.23,48.0,1.2972972972972974,8.303513513513513,6.400625000000001,241
263,CUST0000245965,22.2,2.0,1.0,11.1,11.1,28
264,CUST0000412413,3491.23,64.0,1.1228070175438596,61.24964912280702,54.55046875,2680
265,CUST0000019732,247.62,16.0,1.3333333333333333,20.635,15.47625,290
266,CUST0000310258,175.64,5.0,1.0,35.128,35.128,128
267,CUST0000466448,1180.65,53.0,1.1521739130434783,25.666304347826088,22.276415094339626,938
268,CUST0000839174,520.4300000000001,24.0,1.0434782608695652,22.627391304347828,21.684583333333336,331
269,CUST0000120273,440.89,50.0,1.0,8.8178,8.8178,380
270,CUST0000465162,889.4599999999998,47.0,1.2702702702702702,24.039459459459454,18.924680851063826,709
271,CUST0000480214,412.19000000000005,27.0,1.08,16.4876,15.266296296296298,280
272,CUST0000604318,120.91999999999999,8.0,1.0,15.114999999999998,15.114999999999998,47
273,CUST0000472222,380.74,27.0,1.35,19.037,14.101481481481482,292
274,CUST0000771768,1739.95,276.0,2.6285714285714286,16.57095238095238,6.304166666666667,1510
275,CUST0000324094,30.65,1.0,1.0,30.65,30.65,21
276,CUST0000520277,328.02000000000004,8.0,1.0,41.002500000000005,41.002500000000005,328
277,CUST0000016697,88.86,7.0,1.0,12.694285714285714,12.694285714285714,79
278,CUST0000728610,475.56000000000006,22.0,1.0,21.61636363636364,21.61636363636364,354
279,CUST0000202818,131.5,6.0,1.0,21.916666666666668,21.916666666666668,73
280,CUST0000057847,2437.5299999999997,67.0,1.1964285714285714,43.527321428571426,36.3810447761194,1465
281,CUST0000332806,10.749999999999998,1.0,1.0,10.749999999999998,10.749999999999998,8
282,CUST0000263501,1305.8899999999999,73.0,1.553191489361702,27.784893617021275,17.88890410958904,1367
283,CUST0000171269,156.45999999999998,5.0,1.6666666666666667,52.15333333333333,31.291999999999994,126
284,CUST0000825158,51.02,2.0,1.0,25.51,25.51,41
285,CUST0000475627,82.61,14.0,1.0769230769230769,6.354615384615385,5.900714285714286,61
286,CUST0000915203,2017.63,191.0,1.9690721649484537,20.800309278350518,10.563507853403141,1904
287,CUST0000392760,85.89,5.0,1.0,17.178,17.178,88
288,CUST0000698354,143.60999999999999,4.0,1.0,35.902499999999996,35.902499999999996,133
289,CUST0000488888,597.56,29.0,1.16,23.902399999999997,20.60551724137931,322
290,CUST0000758000,252.95000000000005,17.0,1.2142857142857142,18.067857142857147,14.879411764705885,263
291,CUST0000813838,246.44,12.0,1.0909090909090908,22.403636363636362,20.536666666666665,237
292,CUST0000116158,279.29,25.0,1.0869565217391304,12.14304347826087,11.171600000000002,267
293,CUST0000041470,138.20000000000002,4.0,1.0,34.550000000000004,34.550000000000004,95
294,CUST0000899418,758.9399999999999,69.0,1.3269230769230769,14.594999999999999,10.999130434782607,579
295,CUST0000671293,2223.3,121.0,1.5125,27.79125,18.374380165289256,1151
296,CUST0000543270,23.05,3.0,1.5,11.525,7.683333333333334,14
297,CUST0000785895,1759.92,145.0,1.5104166666666667,18.3325,12.137379310344828,1422
298,CUST0000080416,227.45000000000002,9.0,1.5,37.90833333333334,25.272222222222226,159
299,CUST0000414458,1325.94,65.0,1.5476190476190477,31.57,20.399076923076922,741
300,CUST0000159136,2289.5599999999995,137.0,1.6506024096385543,27.58506024096385,16.712116788321165,1919
301,CUST0000336781,1460.66,83.0,1.0921052631578947,19.21921052631579,17.598313253012048,1666
302,CUST0000993465,556.63,40.0,1.9047619047619047,26.506190476190476,13.91575,409
303,CUST0000054964,544.88,10.0,1.0,54.488,54.488,385
304,CUST0000916315,1976.8600000000001,120.0,1.5,24.71075,16.473833333333335,1818
305,CUST0000550874,1281.19,49.0,1.065217391304348,27.851956521739133,26.14673469387755,1104
306,CUST0000957158,3537.33,216.0,2.1818181818181817,35.73060606060606,16.376527777777778,2335
307,CUST0000879560,412.58,5.0,1.0,82.51599999999999,82.51599999999999,330
308,CUST0000615547,2398.32,56.0,1.1428571428571428,48.94530612244898,42.82714285714286,2218
309,CUST0000644153,1243.79,156.0,1.7333333333333334,13.819888888888888,7.97301282051282,959
310,CUST0000626795,344.24,30.0,1.2,13.7696,11.474666666666668,251
311,CUST0000359604,157.84000000000003,32.0,1.28,6.313600000000001,4.932500000000001,169
312,CUST0000900749,376.85,58.0,1.4146341463414633,9.191463414634146,6.497413793103449,302
313,CUST0000554021,111.72000000000001,13.0,1.625,13.965000000000002,8.593846153846155,86
314,CUST0000203903,437.05000000000007,20.0,1.0526315789473684,23.002631578947373,21.852500000000003,363
